z	log 1	log 2	log 3	log 4	log 5	log 6	log 7	log 8	log 9	log 10	log 11	log 12	log 13	
~A
454	0.274942845106	0.260385721922	-999.25	0.316442877054	-999.25	0.321842849255	-999.25	-999.25	0.307542860508	0.308999985456	0.308714240789	0.255285680294	0.305585712194	
455	0.304333329201	0.253199994564	-999.25	0.320283323526	-999.25	0.327899992466	-999.25	-999.25	0.313850015402	0.311666667461	0.30666667223	0.239833340049	0.313850015402	
456	0.292499989271	0.253428578377	-999.25	0.276200026274	-999.25	0.322500020266	-999.25	-999.25	0.2946857512	0.299428552389	0.289428561926	0.246428579092	0.293914318085	
457	0.287783324718	0.252149999142	-999.25	0.308099985123	-999.25	0.324233323336	-999.25	-999.25	0.301649987698	0.307000011206	0.319000035524	0.258500009775	0.303283333778	
458	0.286214292049	0.249957114458	-999.25	0.33882856369	-999.25	0.271228581667	-999.25	-999.25	0.30609998107	0.327428549528	0.334857165813	0.290142863989	0.3071000278	
459	0.303500026464	0.259257137775	-999.25	0.328342854977	-999.25	0.286828577518	-999.25	-999.25	0.305428564548	0.299857139587	0.349857121706	0.301857143641	0.302857130766	
460	0.307833343744	0.265233337879	-999.25	0.322566658258	-999.25	0.286449998617	-999.25	-999.25	0.301683336496	0.292833358049	0.294333338737	0.268166691065	0.299750000238	
461	0.294414281845	0.263285726309	-999.25	0.345585763454	-999.25	0.276400029659	-999.25	-999.25	0.311142891645	0.287571430206	0.304857164621	0.287285715342	0.309857159853	
462	0.28330001235	0.262983351946	-999.25	0.342666655779	-999.25	0.273699998856	-999.25	-999.25	0.297083348036	0.286166667938	0.308999985456	0.289999991655	0.295266658068	
463	0.299157142639	0.262628555298	-999.25	0.321457117796	-999.25	0.279399961233	-999.25	-999.25	0.305485725403	0.291285723448	0.315428555012	0.282571405172	0.304271429777	
464	0.284933328629	0.258666664362	-999.25	0.373366683722	-999.25	0.273949980736	-999.25	-999.25	0.326033353806	0.298666656017	0.298500031233	0.264333337545	0.323866665363	
465	0.266814261675	0.256442844868	-999.25	0.395742863417	-999.25	0.29752856493	-999.25	-999.25	0.319857150316	0.299285709858	0.29085713625	0.256999999285	0.318885713816	
466	0.292357116938	0.248571425676	-999.25	0.352942854166	-999.25	0.31302857399	-999.25	-999.25	0.317585736513	0.301000028849	0.283000022173	0.259857147932	0.312942832708	
467	0.290383368731	0.234866663814	-999.25	0.342799991369	-999.25	0.310216635466	-999.25	-999.25	0.310499995947	0.300500005484	0.287333339453	0.280166655779	0.315433353186	
468	0.260885715485	0.256428569555	-999.25	0.342599958181	-999.25	0.302742868662	-999.25	-999.25	0.319185703993	0.292714297771	0.295142859221	0.292428553104	0.319299995899	
469	0.291733294725	0.258866667747	-999.25	0.346433311701	-999.25	0.294516652822	-999.25	-999.25	0.305016666651	0.291666656733	0.296499997377	0.296333342791	0.307216674089	
470	0.278728574514	0.25229999423	-999.25	0.333328574896	-999.25	0.291871458292	-999.25	-999.25	0.306671440601	0.290428578854	0.287428587675	0.29385715723	0.307171404362	
471	0.30083334446	0.251783341169	-999.25	0.325816661119	-999.25	0.280400007963	-999.25	-999.25	0.30463334918	0.294999986887	0.29050001502	0.281666666269	0.304716676474	
472	0.2835714221	0.259742885828	-999.25	0.364528596401	-999.25	0.281857162714	-999.25	-999.25	0.310985714197	0.295571416616	0.31842854619	0.265000015497	0.313742846251	
473	0.302400022745	0.264333337545	-999.25	0.349783331156	-999.25	0.284850001335	-999.25	-999.25	0.300249993801	0.300500005484	0.318000018597	0.303666681051	0.301683336496	
474	0.294014275074	0.254442870617	-999.25	0.381642878056	-999.25	0.287114292383	-999.25	-999.25	0.304314285517	0.299571454525	0.343142837286	0.292571395636	0.304885715246	
475	0.281214267015	0.269442856312	-999.25	0.388171434402	-999.25	0.297857135534	-999.25	-999.25	0.311042845249	0.294142872095	0.314285695553	0.310857117176	0.311457127333	
476	0.29061666131	0.267200022936	-999.25	0.378499984741	-999.25	0.292050004005	-999.25	-999.25	0.308499991894	0.295166671276	0.29916664958	0.303666681051	0.310300022364	
477	0.279000014067	0.274228572845	-999.25	0.405014276505	-999.25	0.28538569808	-999.25	-999.25	0.305814296007	0.288142859936	0.326142847538	0.336000025272	0.307457149029	
478	0.279583334923	0.272033333778	-999.25	0.430250018835	-999.25	0.290066659451	-999.25	-999.25	0.320199996233	0.292333334684	0.323166698217	0.32049998641	0.321133345366	
479	0.280128568411	0.258357137442	-999.25	0.357585698366	-999.25	0.290399998426	-999.25	-999.25	0.303771436214	0.293428570032	0.307714283466	0.287857115269	0.306242883205	
480	0.284966647625	0.265183359385	-999.25	0.332183331251	-999.25	0.289750009775	-999.25	-999.25	0.308616667986	0.311333328485	0.285833328962	0.236333325505	0.3097833395	
481	0.297100007534	0.249085709453	-999.25	0.298614293337	-999.25	0.288085728884	-999.25	-999.25	0.305514276028	0.308857172728	0.313571423292	0.235142841935	0.304642885923	
482	0.309471428394	0.257114291191	-999.25	0.339714288712	-999.25	0.29465714097	-999.25	-999.25	0.313985735178	0.298285722733	0.311000019312	0.239142864943	0.310514271259	
483	0.320816665888	0.262949973345	-999.25	0.364600032568	-999.25	0.291299968958	-999.25	-999.25	0.324300020933	0.296499997377	0.307000011206	0.229166671634	0.326366692781	
484	0.297671407461	0.2587428689	-999.25	0.361114293337	-999.25	0.302714288235	-999.25	-999.25	0.312271416187	-999.25	0.307428568602	0.231428548694	0.312657147646	
485	0.305099993944	0.264250010252	-999.25	0.39690002799	-999.25	0.312249988317	-999.25	-999.25	0.323166698217	0.295999974012	0.30233335495	0.241833329201	0.322166651487	
486	0.292028576136	0.255300015211	-999.25	0.375557124615	-999.25	0.300328552723	-999.25	-999.25	0.302228599787	0.297800004482	0.311428576708	0.253714293242	0.305157154799	
487	0.316433340311	0.264916688204	-999.25	0.37623333931	-999.25	0.295300006866	-999.25	-999.25	0.297616660595	-999.25	0.302666693926	0.257166653872	0.29866668582	
488	0.296814262867	0.262842833996	-999.25	0.387214273214	-999.25	0.301914274693	-999.25	-999.25	0.285699993372	0.293000012636	0.295571476221	0.271428585052	0.286571443081	
489	0.282250016928	0.253416657448	-999.25	0.354000002146	-999.25	0.31455001235	-999.25	-999.25	0.309416651726	0.292499989271	0.303333342075	0.255833357573	0.30773332715	
490	0.26624289155	0.256857156754	-999.25	0.394857138395	-999.25	0.303299993277	-999.25	-999.25	0.327085733414	0.288857132196	0.286571443081	0.258571445942	0.330614298582	
491	0.282542854548	0.253642857075	-999.25	0.366228580475	-999.25	0.318257123232	-999.25	-999.25	0.321257144213	0.303428590298	0.284428566694	0.24828569591	0.324814289808	
492	0.256066650152	0.263700008392	-999.25	0.344733327627	-999.25	0.308716654778	-999.25	-999.25	0.344133347273	0.323666661978	0.294666677713	0.270166665316	0.345166683197	
493	0.266000032425	0.260428577662	-999.25	0.378928571939	-999.25	0.334142833948	-999.25	-999.25	0.338957101107	0.351571410894	0.289428561926	0.265857160091	0.336700022221	
494	0.311199992895	0.250466674566	-999.25	0.354633331299	-999.25	0.311316668987	-999.25	-999.25	0.336666673422	0.363499999046	0.31033334136	0.270166665316	0.338616639376	
495	0.285728603601	0.23984284699	-999.25	0.3664714396	-999.25	0.313542842865	-999.25	-999.25	0.336971431971	0.349142849445	0.321714252234	0.271857142448	0.340071409941	
496	0.281166672707	0.254649996758	-999.25	0.376083344221	-999.25	0.317900002003	-999.25	-999.25	0.352966696024	0.338999986649	0.299500018358	0.271833360195	0.352749973536	
497	0.283314287663	0.252257138491	-999.25	0.404485732317	-999.25	0.314757138491	-999.25	-999.25	0.331214278936	0.34457141161	0.303285688162	0.265142858028	0.331042855978	
498	0.298066645861	0.239833310246	-999.25	0.381350010633	-999.25	0.320533335209	-999.25	-999.25	0.326050013304	0.334833353758	0.315499991179	0.280833333731	0.326933354139	
499	0.295242846012	0.25207144022	-999.25	0.404057174921	-999.25	0.31245714426	-999.25	-999.25	0.333785712719	0.336428582668	0.295428574085	0.285999983549	0.33568572998	
500	0.290685713291	0.243342861533	-999.25	0.497771471739	-999.25	0.326771408319	-999.25	-999.25	0.328771442175	0.342999994755	0.299428552389	0.276428610086	0.325328558683	
501	0.288316696882	0.249983325601	-999.25	0.437583327293	-999.25	0.3070499897	-999.25	-999.25	0.324649989605	0.333333343267	0.258666664362	0.272333353758	0.326616644859	
502	0.274399995804	0.259514302015	-999.25	0.41195717454	-999.25	0.306385725737	-999.25	-999.25	0.319099992514	0.345285713673	0.309714287519	0.288857161999	0.318728536367	
503	0.272966653109	0.27281665802	-999.25	0.381850004196	-999.25	0.306583315134	-999.25	-999.25	0.315699994564	0.329166680574	0.336999982595	0.281666666269	0.317216664553	
504	0.300071418285	0.256199985743	-999.25	0.36311429739	-999.25	0.30119997263	-999.25	-999.25	0.323342829943	0.315285712481	0.344285696745	0.264142841101	0.324100017548	
505	0.274599999189	0.264033347368	-999.25	0.340116649866	-999.25	0.315616667271	-999.25	-999.25	0.321916669607	0.305833339691	0.354999989271	0.28316667676	0.326283335686	
506	0.286542832851	0.248300001025	-999.25	0.326642841101	-999.25	0.31302857399	-999.25	-999.25	0.339042842388	0.319714307785	0.355428546667	0.283999979496	0.340242862701	
507	0.297071456909	0.243014290929	-999.25	0.3468285501	-999.25	0.300385713577	-999.25	-999.25	0.358285725117	0.316714286804	0.332857131958	0.342285722494	0.354414284229	
508	0.283316642046	0.241183325648	-999.25	0.344133347273	-999.25	0.31605002284	-999.25	-999.25	0.344316631556	0.327166676521	0.333000034094	0.344166666269	0.349433332682	
509	0.285985738039	0.249942868948	-999.25	0.360857158899	-999.25	0.302771419287	-999.25	-999.25	0.303585708141	0.36285713315	0.342857152224	0.332857131958	0.303628593683	
510	0.270249992609	0.239466667175	-999.25	0.451916664839	-999.25	0.333483338356	-999.25	-999.25	0.375716686249	0.325500011444	0.337333351374	0.307666659355	0.370116621256	
511	0.239185705781	0.24558570981	-999.25	0.374757140875	-999.25	0.31687143445	-999.25	-999.25	0.328385740519	0.33857139945	0.326571434736	0.300428599119	0.327442854643	
512	0.283833354712	0.24984999001	-999.25	0.354633331299	-999.25	0.314449995756	-999.25	-999.25	0.328666687012	0.354333311319	0.326833337545	0.302166670561	0.32706668973	
513	0.282828569412	0.245957136154	-999.25	0.392242848873	-999.25	0.308442860842	-999.25	-999.25	0.319900006056	0.324857145548	0.320571422577	0.337714254856	0.320357143879	
514	0.271116703749	0.251583337784	-999.25	0.373466640711	-999.25	0.298150002956	-999.25	-999.25	0.323883324862	0.314500004053	0.329666644335	0.326999992132	0.324699997902	
515	0.30419999361	0.248071417212	-999.25	0.356271415949	-999.25	0.289642870426	-999.25	-999.25	0.327228546143	0.335714310408	0.323428571224	0.331000000238	0.325200021267	
516	0.28224286437	0.245242848992	-999.25	0.352428585291	-999.25	0.305671453476	-999.25	-999.25	0.312299996614	0.326571434736	0.301142841578	0.335999965668	0.31435713172	
517	0.254449993372	0.248199999332	-999.25	0.3518666327	-999.25	0.326733320951	-999.25	-999.25	0.391016691923	0.32366669178	0.291999995708	0.328833371401	0.372333317995	
518	0.265328556299	0.256357163191	-999.25	0.400971442461	-999.25	0.354257166386	-999.25	-999.25	0.340271413326	0.325000017881	0.307714313269	0.351857125759	0.346257179976	
519	0.267150014639	0.252083331347	-999.25	0.389416664839	-999.25	0.307099997997	-999.25	-999.25	0.325783342123	0.437833338976	0.317500025034	0.353833347559	0.324749976397	
520	0.276314288378	0.253942877054	-999.25	0.351757138968	-999.25	0.30582857132	-999.25	-999.25	0.326714277267	0.329142838717	0.324285715818	0.33599999547	0.323185712099	
521	0.297899991274	0.257083326578	-999.25	0.374333292246	-999.25	0.310350030661	-999.25	-999.25	0.318516671658	0.315166682005	0.327999979258	0.304333329201	0.319066673517	
522	0.288371413946	0.252700001001	-999.25	0.384742826223	-999.25	0.304942846298	-999.25	-999.25	0.319557130337	0.329999983311	0.342285692692	0.295857161283	0.319214314222	
523	0.296814262867	0.250471413136	-999.25	0.338028520346	-999.25	0.297899991274	-999.25	-999.25	0.318000018597	0.313428580761	0.305857151747	0.284571439028	0.318057119846	
524	0.343566656113	0.252533316612	-999.25	0.397283345461	-999.25	0.307899981737	-999.25	-999.25	0.331499993801	0.309333324432	0.311500012875	0.294499993324	0.328033328056	
525	0.36595711112	0.252842843533	-999.25	0.354142874479	-999.25	0.306257158518	-999.25	-999.25	0.3453142941	0.311571419239	0.311428576708	0.287571430206	0.343642890453	
526	0.418383330107	0.251016676426	-999.25	0.378233343363	-999.25	0.31808334589	-999.25	-999.25	0.357600003481	0.326666682959	0.306333333254	0.26383331418	0.355533331633	
527	0.369728565216	0.259385734797	-999.25	0.350899994373	-999.25	0.329457134008	-999.25	-999.25	0.362214297056	0.330285727978	0.310285717249	0.280142843723	0.36081430316	
528	0.299933314323	0.246849998832	-999.25	0.439783334732	-999.25	0.312616676092	-999.25	-999.25	0.346649974585	0.332666665316	0.290666669607	0.266999989748	0.347900003195	
529	0.301728576422	0.24934284389	-999.25	0.432114303112	-999.25	0.31427142024	-999.25	-999.25	0.356628626585	0.328857153654	0.288857132196	0.245000004768	0.354200035334	
530	0.330716639757	0.245833337307	-999.25	0.405000001192	-999.25	0.316450029612	-999.25	-999.25	0.368950009346	0.336166709661	0.296833336353	0.223333343863	0.366849988699	
531	0.331000000238	0.245657160878	-999.25	0.373857110739	-999.25	0.316085666418	-999.25	-999.25	0.332499980927	0.337285727262	0.34457141161	0.215999990702	0.330014288425	
532	0.342714309692	0.254442870617	-999.25	0.383899986744	-999.25	0.328142851591	-999.25	-999.25	0.325814306736	0.344285696745	0.340428590775	0.240714281797	0.326342850924	
533	0.310716658831	0.255283325911	-999.25	0.437099963427	-999.25	0.324349999428	-999.25	-999.25	0.322933316231	0.330166697502	0.324166685343	0.235166668892	0.315000027418	
534	0.279542893171	0.23710000515	-999.25	0.385642826557	-999.25	0.318471431732	-999.25	-999.25	0.324728548527	0.343428581953	0.309428542852	0.292857140303	0.322128593922	
535	0.292049974203	0.249533340335	-999.25	0.448749989271	-999.25	0.322150021791	-999.25	-999.25	0.350416660309	0.347499996424	0.299833327532	0.314500004053	0.353166669607	
536	0.286314278841	0.258385717869	-999.25	0.456157147884	-999.25	0.326642841101	-999.25	-999.25	0.39800003171	0.359142869711	0.310857146978	0.283714294434	0.396371424198	
537	0.283266663551	0.252316683531	-999.25	0.390833348036	-999.25	0.331599980593	-999.25	-999.25	0.373949974775	0.356499999762	0.324833333492	0.328833311796	0.367599993944	
538	0.303000003099	0.250371426344	-999.25	0.396399974823	-999.25	0.321714252234	-999.25	-999.25	0.370985716581	0.347999989986	0.331285715103	0.315999984741	0.372042864561	
539	0.30582857132	0.257657110691	-999.25	0.411228597164	-999.25	0.330928564072	-999.25	-999.25	0.354328602552	0.349857121706	0.312571436167	0.293285697699	0.353571414948	
540	0.322766661644	0.254099994898	-999.25	0.490433335304	-999.25	0.358649969101	-999.25	-999.25	0.379916667938	0.361500024796	0.332000017166	0.293666660786	0.381216675043	
541	0.316528588533	0.250985711813	-999.25	0.392785727978	-999.25	0.351471424103	-999.25	-999.25	0.368457138538	0.350857168436	0.348428547382	0.297285735607	0.368857145309	
542	0.321099996567	0.26928332448	-999.25	0.408683300018	-999.25	0.355666637421	-999.25	-999.25	0.350450009108	0.369333297014	0.327166646719	0.300500005484	0.345949977636	
543	0.313971430063	0.272285729647	-999.25	0.406042844057	-999.25	0.344828605652	-999.25	-999.25	0.370328575373	0.364285677671	0.332142859697	0.36028572917	0.369457155466	
544	0.301300019026	0.253733336926	-999.25	0.418249994516	-999.25	0.335350006819	-999.25	-999.25	0.348199993372	0.328500002623	0.323666661978	0.336666673422	0.346333354712	
545	0.312442839146	0.250028580427	-999.25	0.396100014448	-999.25	0.326371431351	-999.25	-999.25	0.360385686159	0.352285712957	0.311857163906	0.332000017166	0.362614303827	
546	0.306783348322	0.259716659784	-999.25	0.387633323669	-999.25	0.365216642618	-999.25	-999.25	0.377483338118	0.398000001907	0.329166680574	0.335500001907	0.383100003004	
547	0.301971435547	0.257800042629	-999.25	0.373742848635	-999.25	0.382271468639	-999.25	-999.25	0.416428565979	0.369714289904	0.302857130766	0.358714282513	0.416628569365	
548	0.315942853689	0.275257140398	-999.25	0.387314289808	-999.25	0.36855712533	-999.25	-999.25	0.371757119894	0.360857099295	0.325428575277	0.323571413755	0.365728586912	
549	0.335416644812	0.289999991655	-999.25	0.415499955416	-999.25	0.364333301783	-999.25	-999.25	0.350383371115	0.381000012159	0.348500013351	0.321333318949	0.351449996233	
550	0.403628587723	0.274300009012	-999.25	0.407071441412	-999.25	0.374914318323	-999.25	-999.25	0.353128582239	0.336428582668	0.333714276552	0.302857130766	0.349999964237	
551	0.31263333559	0.269049972296	-999.25	0.419916719198	-999.25	0.356233328581	-999.25	-999.25	0.308999985456	0.336166650057	0.352166682482	0.296166658401	0.311716675758	
552	0.278314292431	0.26501429081	-999.25	0.394414275885	-999.25	0.322828561068	-999.25	-999.25	0.318100005388	0.316285759211	0.328285723925	0.310285717249	0.320614278316	
553	0.273166686296	0.264416664839	-999.25	0.411149978638	-999.25	0.316233366728	-999.25	-999.25	0.321533352137	0.296166658401	0.344166666269	0.311333358288	0.320166677237	
554	0.284442871809	0.273585706949	-999.25	0.391857147217	-999.25	0.300442874432	-999.25	-999.25	0.343699991703	0.340285718441	0.349571436644	0.305714309216	0.345557153225	
555	0.279914289713	0.26982858777	-999.25	0.421014308929	-999.25	0.319814264774	-999.25	-999.25	0.339985698462	0.348714292049	0.349571436644	0.310857146978	0.342614263296	
556	0.292983323336	0.274633318186	-999.25	0.378450006247	-999.25	0.356449991465	-999.25	-999.25	0.363150000572	0.344499975443	0.384999990463	0.290166676044	0.365516662598	
557	0.313357144594	0.277099996805	-999.25	0.394599974155	-999.25	0.350757151842	-999.25	-999.25	0.338171422482	0.350857168436	0.359285742044	0.293714284897	0.342385739088	
558	0.283366650343	0.27484998107	-999.25	0.384299993515	-999.25	0.355849981308	-999.25	-999.25	0.363966673613	0.356999993324	0.325000017881	0.347333341837	0.362116664648	
559	0.319928586483	0.276428550482	-999.25	0.387328594923	-999.25	0.346928596497	-999.25	-999.25	0.370442837477	0.345285713673	0.360285699368	0.295571416616	0.372614294291	
560	0.301999986172	0.260033339262	-999.25	0.429316669703	-999.25	0.35038331151	-999.25	-999.25	0.352083325386	0.346833348274	0.412666678429	0.30066666007	0.352066665888	
561	0.303157120943	0.26890000701	-999.25	0.409671455622	-999.25	0.344771414995	-999.25	-999.25	0.34894284606	0.351142823696	0.374428570271	0.326428592205	0.348214238882	
562	0.284249991179	0.265833318233	-999.25	0.405566692352	-999.25	0.348500013351	-999.25	-999.25	0.362250000238	0.352666646242	0.35583332181	0.345166653395	0.36303332448	
563	0.304942876101	0.269414275885	-999.25	0.425657123327	-999.25	0.351828604937	-999.25	-999.25	0.359571456909	0.355714291334	0.375285714865	0.33857139945	0.359814316034	
564	0.325557142496	0.29699999094	-999.25	0.413271427155	-999.25	0.352785736322	-999.25	-999.25	0.346985727549	0.350285738707	0.361857146025	0.317571431398	0.345471441746	
565	0.350499987602	0.279799997807	-999.25	0.401050001383	-999.25	0.34878334403	-999.25	-999.25	0.374533325434	0.343666642904	0.319166660309	0.341666668653	0.374850004911	
566	0.391428560019	0.278985708952	-999.25	0.381514281034	-999.25	0.348071426153	-999.25	-999.25	0.363771438599	0.350857168436	0.3122856915	0.324571430683	0.366071432829	
567	0.361299991608	0.28913334012	-999.25	0.394999980927	-999.25	0.353350013494	-999.25	-999.25	0.368133336306	0.359333366156	0.266499996185	0.322999984026	0.367883324623	
568	0.335485726595	0.27221429348	-999.25	0.395957171917	-999.25	0.340414255857	-999.25	-999.25	0.367500007153	0.349714279175	0.317571431398	0.305428564548	0.365914285183	
569	0.333566665649	0.282400012016	-999.25	0.430683344603	-999.25	0.356033325195	-999.25	-999.25	0.364366650581	0.356333345175	0.326499998569	0.318500012159	0.36755001545	
570	0.339542865753	0.280842870474	-999.25	0.423199981451	-999.25	0.37732860446	-999.25	-999.25	0.364014297724	0.354999989271	0.339571416378	0.33914282918	0.364071398973	
571	0.314557135105	0.265185713768	-999.25	0.40931430459	-999.25	0.349157124758	-999.25	-999.25	0.356614291668	0.36700001359	0.327857166529	0.328857153654	0.358542889357	
572	0.35298332572	0.255633324385	-999.25	0.408333331347	-999.25	0.345816642046	-999.25	-999.25	0.375650018454	0.346833348274	0.332166671753	0.356499999762	0.373716682196	
573	0.326014280319	0.274900019169	-999.25	0.418328583241	-999.25	0.347457170486	-999.25	-999.25	0.373528540134	0.351714283228	0.332428604364	0.358571469784	0.376100003719	
574	0.378299981356	0.307500004768	-999.25	0.395750015974	-999.25	0.366783350706	-999.25	-999.25	0.367100000381	0.341500014067	0.346500009298	0.348166674376	0.369766622782	
575	0.364914268255	0.27062857151	-999.25	0.40291428566	-999.25	0.365814298391	-999.25	-999.25	0.366342872381	0.358142882586	0.333571434021	0.338142871857	0.369642883539	
576	0.306700021029	0.267983317375	-999.25	0.404399991035	-999.25	0.364500015974	-999.25	-999.25	0.356066673994	0.369333356619	0.349166631699	0.360833317041	0.353033334017	
577	0.334871441126	0.254614293575	-999.25	0.432328552008	-999.25	0.339342862368	-999.25	-999.25	0.344028562307	0.358571469784	0.342571467161	0.333571434021	0.34064283967	
578	0.359150022268	0.262983322144	-999.25	0.402216672897	-999.25	0.330716699362	-999.25	-999.25	0.358900040388	0.362499982119	0.347499996424	0.325000017881	0.360633343458	
579	0.313999980688	0.267071425915	-999.25	0.424228578806	-999.25	0.326200008392	-999.25	-999.25	0.359214305878	0.361999988556	0.336857110262	0.312285721302	0.355285704136	
580	0.333028584719	0.26828572154	-999.25	0.42898568511	-999.25	0.34014287591	-999.25	-999.25	0.350814282894	0.337571412325	0.328857153654	0.312571436167	0.353185713291	
581	0.315566658974	0.265733331442	-999.25	0.405966669321	-999.25	0.353450030088	-999.25	-999.25	0.347916692495	0.351333349943	0.341333299875	0.335333317518	0.344866663218	
582	0.307842880487	0.264528572559	-999.25	0.421900004148	-999.25	0.341328561306	-999.25	-999.25	0.337928563356	0.355571419001	0.343285739422	0.334428578615	0.337728559971	
583	0.296366661787	0.279599994421	-999.25	0.365783333778	-999.25	0.326033324003	-999.25	-999.25	0.338850021362	0.357833355665	0.346166700125	0.359833329916	0.341600030661	
584	0.283500015736	0.280771434307	-999.25	0.404285699129	-999.25	0.351728528738	-999.25	-999.25	0.361485719681	0.341142892838	0.316857159138	0.367714256048	0.357485711575	
585	0.26046666503	0.263683348894	-999.25	0.433149963617	-999.25	0.342366695404	-999.25	-999.25	0.343966692686	0.358500003815	0.329000025988	0.377833336592	0.345900028944	
586	0.27248570323	0.267057150602	-999.25	0.394799977541	-999.25	0.332499980927	-999.25	-999.25	0.359514266253	0.36642858386	0.333857148886	0.356857120991	0.360714286566	
587	0.333883315325	0.269300013781	-999.25	0.383883327246	-999.25	0.317616671324	-999.25	-999.25	0.356283336878	0.347333312035	0.353166669607	0.337333321571	0.355866670609	
588	0.319757163525	0.276557147503	-999.25	0.411785751581	-999.25	0.321099996567	-999.25	-999.25	0.357928544283	0.351428568363	0.33057141304	0.352285712957	0.356042861938	
589	0.295642852783	0.274757146835	-999.25	0.410742849112	-999.25	0.321857154369	-999.25	-999.25	0.347771435976	0.362000018358	0.35128569603	0.392142862082	0.346771419048	
590	0.297700017691	0.27610000968	-999.25	0.428933292627	-999.25	0.328599989414	-999.25	-999.25	0.377266645432	0.347499996424	0.326833337545	0.404666662216	0.377949982882	
591	0.298399984837	0.281071424484	-999.25	0.377428561449	-999.25	0.32954287529	-999.25	-999.25	0.359271466732	0.346142858267	0.351285725832	0.421142816544	0.352428585291	
592	0.319900006056	0.2975499928	-999.25	0.393566638231	-999.25	0.330749988556	-999.25	-999.25	0.34456667304	0.366666644812	0.338000029325	0.382333368063	0.34889999032	
593	0.306285709143	0.295057117939	-999.25	0.368828564882	-999.25	0.305585682392	-999.25	-999.25	0.351900041103	0.351428568363	0.333571434021	0.369571447372	0.348900020123	
594	0.318399995565	0.284583359957	-999.25	0.39036667347	-999.25	0.306950002909	-999.25	-999.25	0.340400010347	0.352499991655	0.340000003576	0.31616666913	0.341316670179	
595	0.29934284091	0.29567143321	-999.25	0.406057149172	-999.25	0.310042858124	-999.25	-999.25	0.347714275122	0.364714294672	0.316142857075	0.330142825842	0.345828562975	
596	0.302885740995	0.288514316082	-999.25	0.40052857995	-999.25	0.317457139492	-999.25	-999.25	0.337357133627	0.353428572416	0.316857129335	0.361000001431	0.335157126188	
597	0.302383333445	0.296550005674	-999.25	0.37160000205	-999.25	0.32539999485	-999.25	-999.25	0.358283311129	0.339500039816	0.318666666746	0.3573333323	0.360200017691	
598	0.286685705185	0.270257145166	-999.25	0.378442853689	-999.25	0.307442873716	-999.25	-999.25	0.357557117939	0.323285728693	0.317857116461	0.391714304686	0.35971429944	
599	0.330916643143	0.284666657448	-999.25	0.350100010633	-999.25	0.298700004816	-999.25	-999.25	0.337033361197	0.340999990702	0.309166640043	0.404166668653	0.329466670752	
600	0.334457159042	0.356914311647	-999.25	0.349357157946	-999.25	0.310785710812	-999.25	-999.25	0.333442896605	0.347714275122	0.334285706282	0.33828574419	0.337257146835	
601	0.323566675186	0.275299996138	-999.25	0.388033300638	-999.25	0.322050005198	-999.25	-999.25	0.330700010061	0.355666637421	0.311833351851	0.346333354712	0.330100029707	
602	0.317342847586	0.289914309978	-999.25	0.347642838955	-999.25	0.304757118225	-999.25	-999.25	0.328714311123	0.3370000422	0.326571434736	0.352285712957	0.329428583384	
603	0.30313333869	0.326316684484	-999.25	0.365133315325	-999.25	0.313683331013	-999.25	-999.25	0.349716663361	0.325166672468	0.329166680574	0.36749997735	0.348449975252	
604	0.338185727596	0.295171439648	-999.25	0.35198572278	-999.25	0.302057117224	-999.25	-999.25	0.353557139635	0.346000015736	0.338857144117	0.325571447611	0.354085743427	
605	0.360571414232	0.301314264536	-999.25	0.380428552628	-999.25	0.302871435881	-999.25	-999.25	0.338057100773	0.356857150793	0.341714292765	0.349142849445	0.338485717773	
606	0.365133315325	0.29036667943	-999.25	0.369266659021	-999.25	0.304166644812	-999.25	-999.25	0.349400013685	0.343666672707	0.335166662931	0.388666659594	0.349000006914	
607	0.395957142115	0.287928581238	-999.25	0.362271457911	-999.25	0.30061429739	-999.25	-999.25	0.333442896605	0.339000016451	0.332999974489	0.334285736084	0.329428583384	
608	0.413816660643	0.284666657448	-999.25	0.388316631317	-999.25	0.31819999218	-999.25	-999.25	0.317483335733	0.357166677713	0.336999982595	0.340166658163	0.32323333621	
609	0.377071410418	0.270328581333	-999.25	0.50257140398	-999.25	0.319157153368	-999.25	-999.25	0.333671420813	0.352571427822	0.339857131243	0.357285737991	0.332242876291	
610	0.371916651726	0.255850017071	-999.25	0.331633359194	-999.25	0.295349985361	-999.25	-999.25	0.3274333179	0.335333347321	0.325666666031	0.369833350182	0.327166676521	
611	0.321928560734	0.271757185459	-999.25	0.357300013304	-999.25	0.296614259481	-999.25	-999.25	0.326171427965	0.330285727978	0.322714298964	0.313285678625	0.323614299297	
612	0.339685738087	0.288842856884	-999.25	0.330742865801	-999.25	0.285485714674	-999.25	-999.25	0.32641428709	0.324714243412	0.307000011206	0.323714286089	0.325328588486	
613	0.320133328438	0.274466663599	-999.25	0.335683345795	-999.25	0.310350000858	-999.25	-999.25	0.327366679907	0.323833346367	0.317333340645	0.329333305359	0.328383356333	
614	0.337357133627	0.283814281225	-999.25	0.362514287233	-999.25	0.306900024414	-999.25	-999.25	0.33184286952	0.326285690069	0.322999984026	0.357571423054	0.333142846823	
615	0.372916668653	0.272416681051	-999.25	0.342033356428	-999.25	0.31504997611	-999.25	-999.25	0.332200020552	0.327999979258	0.306833326817	0.372666686773	0.333050012589	
