z	log 1	log 2	log 3	log 4	log 5	log 6	log 7	log 8	log 9	log 10	log 11	log 12	log 13	
401	3.3676097393	-999.25	-999.25	-999.25	-999.25	-999.25	3.44930005074	-999.25	-999.25	-999.25	3.2916457653	-999.25	-999.25	
402	3.34478569031	-999.25	-999.25	-999.25	-999.25	-999.25	3.3998363018	-999.25	-999.25	-999.25	3.14866685867	-999.25	-999.25	
403	3.41223549843	-999.25	-999.25	-999.25	-999.25	-999.25	3.39633440971	-999.25	-999.25	-999.25	3.08818244934	-999.25	-999.25	
404	3.45301175117	-999.25	-999.25	-999.25	-999.25	-999.25	3.36507153511	-999.25	-999.25	-999.25	2.88810658455	-999.25	-999.25	
405	3.41569495201	-999.25	-999.25	-999.25	-999.25	-999.25	3.37275218964	-999.25	-999.25	-999.25	2.97028827667	-999.25	-999.25	
406	3.43700194359	-999.25	-999.25	-999.25	-999.25	-999.25	3.37527775764	-999.25	-999.25	-999.25	3.14835119247	-999.25	-999.25	
407	3.38582515717	-999.25	-999.25	-999.25	-999.25	-999.25	3.39618420601	-999.25	-999.25	-999.25	3.30360603333	-999.25	-999.25	
408	3.44082093239	-999.25	-999.25	-999.25	-999.25	-999.25	3.37948918343	-999.25	-999.25	-999.25	3.32975196838	-999.25	-999.25	
409	3.42685389519	-999.25	-999.25	-999.25	-999.25	-999.25	3.40881204605	-999.25	-999.25	-999.25	3.26261782646	-999.25	-999.25	
410	3.4005355835	-999.25	-999.25	-999.25	-999.25	-999.25	3.37583065033	-999.25	-999.25	-999.25	3.18539404869	-999.25	-999.25	
411	3.3688762188	-999.25	-999.25	-999.25	-999.25	-999.25	3.35049557686	-999.25	-999.25	-999.25	3.13916325569	-999.25	-999.25	
412	3.37213158607	-999.25	-999.25	-999.25	-999.25	-999.25	3.34089970589	-999.25	-999.25	-999.25	3.11923503876	-999.25	-999.25	
413	3.34044623375	-999.25	-999.25	-999.25	-999.25	-999.25	3.3594622612	-999.25	-999.25	-999.25	3.22853899002	-999.25	-999.25	
414	3.37524676323	-999.25	-999.25	-999.25	-999.25	-999.25	3.3537299633	-999.25	-999.25	-999.25	3.32370853424	-999.25	-999.25	
415	3.37688946724	-999.25	-999.25	-999.25	-999.25	-999.25	3.35539960861	-999.25	-999.25	-999.25	3.34733438492	-999.25	-999.25	
416	3.37941002846	-999.25	-999.25	-999.25	-999.25	-999.25	3.32716345787	-999.25	-999.25	-999.25	3.31976151466	-999.25	-999.25	
417	3.39070129395	-999.25	-999.25	-999.25	-999.25	-999.25	3.28358507156	-999.25	-999.25	-999.25	3.37369894981	-999.25	-999.25	
418	3.4344804287	-999.25	-999.25	-999.25	-999.25	-999.25	3.276283741	-999.25	-999.25	-999.25	3.36440777779	-999.25	-999.25	
419	3.40419745445	-999.25	-999.25	-999.25	-999.25	-999.25	3.32098650932	-999.25	-999.25	-999.25	3.31311774254	-999.25	-999.25	
420	3.40831899643	-999.25	-999.25	-999.25	-999.25	-999.25	3.34210205078	-999.25	-999.25	-999.25	3.27994775772	-999.25	-999.25	
421	3.42051696777	-999.25	-999.25	-999.25	-999.25	-999.25	3.40476107597	-999.25	-999.25	-999.25	3.2678899765	-999.25	-999.25	
422	3.37436938286	-999.25	-999.25	-999.25	-999.25	-999.25	3.45647382736	-999.25	-999.25	-999.25	3.33262085915	-999.25	-999.25	
423	3.45003676414	-999.25	-999.25	-999.25	-999.25	-999.25	3.46965312958	-999.25	-999.25	-999.25	3.26716518402	-999.25	-999.25	
424	3.42462563515	-999.25	-999.25	-999.25	-999.25	-999.25	3.45674300194	-999.25	-999.25	-999.25	3.20618033409	-999.25	-999.25	
425	3.42930698395	-999.25	-999.25	-999.25	-999.25	-999.25	3.42811274529	-999.25	-999.25	-999.25	3.17618751526	-999.25	-999.25	
426	3.40897011757	-999.25	-999.25	-999.25	-999.25	-999.25	3.37725663185	-999.25	-999.25	-999.25	3.25019073486	-999.25	-999.25	
427	3.40763401985	-999.25	-999.25	-999.25	-999.25	-999.25	3.34779882431	-999.25	-999.25	-999.25	3.18343925476	-999.25	-999.25	
428	3.4054620266	-999.25	-999.25	-999.25	-999.25	-999.25	3.37747120857	-999.25	-999.25	-999.25	3.26608300209	-999.25	-999.25	
429	3.42326498032	-999.25	-999.25	-999.25	-999.25	-999.25	3.35318946838	-999.25	-999.25	-999.25	3.19471120834	-999.25	-999.25	
430	3.41179823875	-999.25	-999.25	-999.25	-999.25	-999.25	3.31253933907	-999.25	-999.25	-999.25	3.20248436928	-999.25	-999.25	
431	3.37970995903	-999.25	-999.25	-999.25	-999.25	-999.25	3.31931233406	-999.25	-999.25	-999.25	3.22306489944	-999.25	-999.25	
432	3.40336799622	-999.25	-999.25	-999.25	-999.25	-999.25	3.38105177879	-999.25	-999.25	-999.25	3.30322337151	-999.25	-999.25	
433	3.40026593208	-999.25	-999.25	-999.25	-999.25	-999.25	3.3659350872	-999.25	-999.25	-999.25	3.24278378487	-999.25	-999.25	
434	3.39740490913	-999.25	-999.25	-999.25	-999.25	-999.25	3.34986567497	-999.25	-999.25	-999.25	3.29033684731	-999.25	-999.25	
435	3.37727332115	-999.25	-999.25	-999.25	-999.25	-999.25	3.38691711426	-999.25	-999.25	-999.25	3.41587352753	-999.25	-999.25	
436	3.37489151955	-999.25	-999.25	-999.25	-999.25	-999.25	3.35590004921	-999.25	-999.25	-999.25	3.28134989738	-999.25	-999.25	
437	3.36375498772	-999.25	-999.25	-999.25	-999.25	-999.25	3.33292174339	-999.25	-999.25	-999.25	3.31980586052	-999.25	-999.25	
438	3.34588503838	-999.25	-999.25	-999.25	-999.25	-999.25	3.31088852882	-999.25	-999.25	-999.25	3.34283208847	-999.25	-999.25	
439	3.34889101982	-999.25	-999.25	-999.25	-999.25	-999.25	3.31431651115	-999.25	-999.25	-999.25	3.33205533028	-999.25	-999.25	
440	3.37569475174	-999.25	-999.25	-999.25	-999.25	-999.25	3.32487034798	-999.25	-999.25	-999.25	3.38329052925	-999.25	-999.25	
441	3.38941860199	-999.25	-999.25	-999.25	-999.25	-999.25	3.29946041107	-999.25	-999.25	-999.25	3.30500721931	-999.25	-999.25	
442	3.34865260124	-999.25	-999.25	-999.25	-999.25	-999.25	3.30016493797	-999.25	-999.25	-999.25	3.35390686989	-999.25	-999.25	
443	3.40511202812	-999.25	-999.25	-999.25	-999.25	-999.25	3.2870414257	-999.25	-999.25	-999.25	3.26870512962	-999.25	-999.25	
444	3.43589091301	-999.25	-999.25	-999.25	-999.25	-999.25	3.23691272736	-999.25	-999.25	-999.25	3.47641682625	-999.25	-999.25	
445	3.41610360146	-999.25	-999.25	-999.25	-999.25	-999.25	3.22772192955	-999.25	-999.25	-999.25	3.35213160515	-999.25	-999.25	
446	3.37781238556	-999.25	-999.25	-999.25	-999.25	-999.25	3.19609713554	-999.25	-999.25	-999.25	3.40533804893	-999.25	-999.25	
447	3.37040400505	-999.25	-999.25	-999.25	-999.25	-999.25	3.23259019852	-999.25	-999.25	-999.25	3.38194489479	-999.25	-999.25	
448	3.37898921967	-999.25	-999.25	-999.25	-999.25	-999.25	3.37823367119	-999.25	-999.25	-999.25	3.35573768616	-999.25	-999.25	
449	3.37509465218	-999.25	-999.25	-999.25	-999.25	-999.25	3.51760315895	-999.25	-999.25	-999.25	3.32039785385	-999.25	-999.25	
450	3.39486932755	-999.25	-999.25	-999.25	-999.25	-999.25	3.42667961121	-999.25	-999.25	-999.25	3.35917520523	-999.25	-999.25	
451	3.39345622063	-999.25	-999.25	-999.25	-999.25	-999.25	3.42982959747	-999.25	-999.25	-999.25	3.33942961693	-999.25	-999.25	
452	3.41045999527	-999.25	-999.25	-999.25	-999.25	-999.25	3.43175721169	-999.25	-999.25	-999.25	3.29135560989	-999.25	-999.25	
453	3.4154689312	-999.25	-999.25	-999.25	-999.25	-999.25	3.40918159485	-999.25	-999.25	-999.25	3.32153153419	-999.25	-999.25	
454	3.40866422653	-999.25	-999.25	-999.25	-999.25	-999.25	3.44657111168	-999.25	-999.25	-999.25	3.29816246033	-999.25	-999.25	
455	3.38590335846	-999.25	-999.25	-999.25	-999.25	-999.25	3.39221549034	-999.25	-999.25	-999.25	3.27170872688	-999.25	-999.25	
456	3.43158864975	-999.25	-999.25	-999.25	-999.25	-999.25	3.3769390583	-999.25	-999.25	-999.25	3.41159749031	-999.25	-999.25	
457	3.42563414574	-999.25	-999.25	-999.25	-999.25	-999.25	3.35181498528	-999.25	-999.25	-999.25	3.3000266552	-999.25	-999.25	
458	3.43202829361	-999.25	-999.25	-999.25	-999.25	-999.25	3.40645551682	-999.25	-999.25	-999.25	3.29466247559	-999.25	-999.25	
459	3.39092373848	-999.25	-999.25	-999.25	-999.25	-999.25	3.39994096756	-999.25	-999.25	-999.25	3.30055356026	-999.25	-999.25	
460	3.40374827385	-999.25	-999.25	-999.25	-999.25	-999.25	3.35423588753	-999.25	-999.25	-999.25	3.50028824806	-999.25	-999.25	
461	3.41226196289	-999.25	-999.25	-999.25	-999.25	-999.25	3.34792017937	-999.25	-999.25	-999.25	3.50447702408	-999.25	-999.25	
462	3.42917323112	-999.25	-999.25	-999.25	-999.25	-999.25	3.33307003975	-999.25	-999.25	-999.25	3.47554302216	-999.25	-999.25	
463	3.39395976067	-999.25	-999.25	-999.25	-999.25	-999.25	3.30319333076	-999.25	-999.25	-999.25	3.46915173531	-999.25	-999.25	
464	3.3915374279	-999.25	-999.25	-999.25	-999.25	-999.25	3.33588695526	-999.25	-999.25	-999.25	3.43269848824	-999.25	-999.25	
465	3.46873354912	-999.25	-999.25	-999.25	-999.25	-999.25	3.32041215897	-999.25	-999.25	-999.25	3.42125201225	-999.25	-999.25	
466	3.44386053085	-999.25	-999.25	-999.25	-999.25	-999.25	3.33610725403	-999.25	-999.25	-999.25	3.43668603897	-999.25	-999.25	
467	3.47885537148	-999.25	-999.25	-999.25	-999.25	-999.25	3.34620594978	-999.25	-999.25	-999.25	3.49662423134	-999.25	-999.25	
468	3.46413946152	-999.25	-999.25	-999.25	-999.25	-999.25	3.31325554848	-999.25	-999.25	-999.25	3.49360585213	-999.25	-999.25	
469	3.44627380371	-999.25	-999.25	-999.25	-999.25	-999.25	3.33133506775	-999.25	-999.25	-999.25	3.413449049	-999.25	-999.25	
470	3.46965575218	-999.25	-999.25	-999.25	-999.25	-999.25	3.29444146156	-999.25	-999.25	-999.25	3.42497611046	-999.25	-999.25	
471	3.47981286049	-999.25	-999.25	-999.25	-999.25	-999.25	3.32246518135	-999.25	-999.25	-999.25	3.3544178009	-999.25	-999.25	
472	3.45502638817	-999.25	-999.25	-999.25	-999.25	-999.25	3.28170394897	-999.25	-999.25	-999.25	3.42635345459	-999.25	-999.25	
473	3.47392916679	-999.25	-999.25	-999.25	-999.25	-999.25	3.31360435486	-999.25	-999.25	-999.25	3.38707518578	-999.25	-999.25	
474	3.42802858353	-999.25	-999.25	-999.25	-999.25	-999.25	3.29086112976	-999.25	-999.25	-999.25	3.31964111328	-999.25	-999.25	
475	3.4889023304	-999.25	-999.25	-999.25	-999.25	-999.25	3.16837692261	-999.25	-999.25	-999.25	3.41470909119	-999.25	-999.25	
476	3.47644996643	-999.25	-999.25	-999.25	-999.25	-999.25	3.13996100426	-999.25	-999.25	-999.25	3.38285541534	-999.25	-999.25	
477	3.45147776604	-999.25	-999.25	-999.25	-999.25	-999.25	3.1627600193	-999.25	-999.25	-999.25	3.30592083931	-999.25	-999.25	
478	3.50582885742	-999.25	-999.25	-999.25	-999.25	-999.25	3.21278119087	-999.25	-999.25	-999.25	3.46927905083	-999.25	-999.25	
479	3.53166556358	-999.25	-999.25	-999.25	-999.25	-999.25	3.25139498711	-999.25	-999.25	-999.25	3.40288567543	-999.25	-999.25	
480	3.43814086914	-999.25	-999.25	-999.25	-999.25	-999.25	3.19597315788	-999.25	-999.25	-999.25	3.47467255592	-999.25	-999.25	
481	3.4372522831	-999.25	-999.25	-999.25	-999.25	-999.25	3.21034669876	-999.25	-999.25	-999.25	3.36576032639	-999.25	-999.25	
482	3.47675585747	-999.25	-999.25	-999.25	-999.25	-999.25	3.18488740921	-999.25	-999.25	-999.25	3.37727856636	-999.25	-999.25	
483	3.39346122742	-999.25	-999.25	-999.25	-999.25	-999.25	3.14645314217	-999.25	-999.25	-999.25	3.36993765831	-999.25	-999.25	
484	3.45099425316	-999.25	-999.25	-999.25	-999.25	-999.25	3.12801551819	-999.25	-999.25	-999.25	3.44607901573	-999.25	-999.25	
485	3.45072579384	-999.25	-999.25	-999.25	-999.25	-999.25	3.11759638786	-999.25	-999.25	-999.25	3.39890480042	-999.25	-999.25	
486	3.45404267311	-999.25	-999.25	-999.25	-999.25	-999.25	3.15832662582	-999.25	-999.25	-999.25	3.39968109131	-999.25	-999.25	
487	3.40099263191	-999.25	-999.25	-999.25	-999.25	-999.25	3.21512389183	-999.25	-999.25	-999.25	3.33065128326	-999.25	-999.25	
488	3.43777346611	-999.25	-999.25	-999.25	-999.25	-999.25	3.2723171711	-999.25	-999.25	-999.25	3.49295020103	-999.25	-999.25	
489	3.47141289711	-999.25	-999.25	-999.25	-999.25	-999.25	3.36374592781	-999.25	-999.25	-999.25	3.42338442802	-999.25	-999.25	
490	3.51082992554	-999.25	-999.25	-999.25	-999.25	-999.25	3.36270546913	-999.25	-999.25	-999.25	3.44672966003	-999.25	-999.25	
491	3.50065970421	-999.25	-999.25	-999.25	-999.25	-999.25	3.38086056709	-999.25	-999.25	-999.25	3.38414740562	-999.25	-999.25	
492	3.54594540596	-999.25	-999.25	-999.25	-999.25	-999.25	3.46299648285	-999.25	-999.25	-999.25	3.40898704529	-999.25	-999.25	
493	3.48520612717	-999.25	-999.25	-999.25	-999.25	-999.25	3.5539624691	-999.25	-999.25	-999.25	3.45884513855	-999.25	-999.25	
494	3.44210934639	-999.25	-999.25	-999.25	-999.25	-999.25	3.54261183739	-999.25	-999.25	-999.25	3.50205993652	-999.25	-999.25	
495	3.46104812622	-999.25	-999.25	-999.25	-999.25	-999.25	3.58710098267	-999.25	-999.25	-999.25	3.3754594326	-999.25	-999.25	
496	3.51721262932	-999.25	-999.25	-999.25	-999.25	-999.25	3.61397433281	-999.25	-999.25	-999.25	3.45280480385	-999.25	-999.25	
497	3.47665643692	-999.25	-999.25	-999.25	-999.25	-999.25	3.6125869751	-999.25	-999.25	-999.25	3.35992598534	-999.25	-999.25	
498	3.47256493568	-999.25	-999.25	-999.25	-999.25	-999.25	3.61209583282	-999.25	-999.25	-999.25	3.45866274834	-999.25	-999.25	
499	3.48948860168	-999.25	-999.25	-999.25	-999.25	-999.25	3.61587285995	-999.25	-999.25	-999.25	3.37926149368	-999.25	-999.25	
500	3.49302792549	-999.25	-999.25	-999.25	-999.25	-999.25	3.50428318977	-999.25	-999.25	-999.25	3.55470299721	-999.25	-999.25	
501	3.45981240273	-999.25	-999.25	-999.25	-999.25	-999.25	3.39884591103	-999.25	-999.25	-999.25	3.57618427277	-999.25	-999.25	
502	3.4902203083	-999.25	-999.25	-999.25	-999.25	-999.25	3.34462046623	-999.25	-999.25	-999.25	3.44226336479	-999.25	-999.25	
503	3.49872970581	-999.25	-999.25	-999.25	-999.25	-999.25	3.29896235466	-999.25	-999.25	-999.25	3.37994456291	-999.25	-999.25	
504	3.47114634514	-999.25	-999.25	-999.25	-999.25	-999.25	3.31537103653	-999.25	-999.25	-999.25	3.26021456718	-999.25	-999.25	
505	3.50300598145	-999.25	-999.25	-999.25	-999.25	-999.25	3.35763001442	-999.25	-999.25	-999.25	3.3027150631	-999.25	-999.25	
506	3.4279897213	-999.25	-999.25	-999.25	-999.25	-999.25	3.25893068314	-999.25	-999.25	-999.25	3.29229807854	-999.25	-999.25	
507	3.43094015121	-999.25	-999.25	-999.25	-999.25	-999.25	3.25814628601	-999.25	-999.25	-999.25	3.31029462814	-999.25	-999.25	
508	3.46647238731	-999.25	-999.25	-999.25	-999.25	-999.25	3.26329112053	-999.25	-999.25	-999.25	3.25513339043	-999.25	-999.25	
509	3.43494462967	-999.25	-999.25	-999.25	-999.25	-999.25	3.28292965889	-999.25	-999.25	-999.25	3.27454376221	-999.25	-999.25	
510	3.50310587883	-999.25	-999.25	-999.25	-999.25	-999.25	3.31138682365	-999.25	-999.25	-999.25	3.28219151497	-999.25	-999.25	
511	3.47989869118	-999.25	-999.25	-999.25	-999.25	-999.25	3.31842660904	-999.25	-999.25	-999.25	3.28775525093	-999.25	-999.25	
512	3.43205189705	-999.25	-999.25	-999.25	-999.25	-999.25	3.29472827911	-999.25	-999.25	-999.25	3.2012090683	-999.25	-999.25	
513	3.50500273705	-999.25	-999.25	-999.25	-999.25	-999.25	3.28477525711	-999.25	-999.25	-999.25	3.27613639832	-999.25	-999.25	
514	3.49726867676	-999.25	-999.25	-999.25	-999.25	-999.25	3.26802825928	-999.25	-999.25	-999.25	3.29766082764	-999.25	-999.25	
515	3.49298262596	-999.25	-999.25	-999.25	-999.25	-999.25	3.32430529594	-999.25	-999.25	-999.25	3.35322761536	-999.25	-999.25	
516	3.47129797935	-999.25	-999.25	-999.25	-999.25	-999.25	3.30913233757	-999.25	-999.25	-999.25	3.2813782692	-999.25	-999.25	
517	3.46379065514	-999.25	-999.25	-999.25	-999.25	-999.25	3.3203151226	-999.25	-999.25	-999.25	3.40256309509	-999.25	-999.25	
518	3.56307911873	-999.25	-999.25	-999.25	-999.25	-999.25	3.3354742527	-999.25	-999.25	-999.25	3.32476758957	-999.25	-999.25	
519	3.53109264374	-999.25	-999.25	-999.25	-999.25	-999.25	3.34002494812	-999.25	-999.25	-999.25	3.3431892395	-999.25	-999.25	
520	3.46939492226	-999.25	-999.25	-999.25	-999.25	-999.25	3.35898804665	-999.25	-999.25	-999.25	3.28085827827	-999.25	-999.25	
521	3.41424942017	-999.25	-999.25	-999.25	-999.25	-999.25	3.36513900757	-999.25	-999.25	-999.25	3.27312350273	-999.25	-999.25	
522	3.50763559341	-999.25	-999.25	-999.25	-999.25	-999.25	3.33849740028	-999.25	-999.25	-999.25	3.18835759163	-999.25	-999.25	
523	3.47176194191	-999.25	-999.25	-999.25	-999.25	-999.25	3.33460664749	-999.25	-999.25	-999.25	3.31662917137	-999.25	-999.25	
524	3.36375212669	-999.25	-999.25	-999.25	-999.25	-999.25	3.35114216805	-999.25	-999.25	-999.25	3.36720943451	-999.25	-999.25	
525	3.34037733078	-999.25	-999.25	-999.25	-999.25	-999.25	3.48597335815	-999.25	-999.25	-999.25	3.23877382278	-999.25	-999.25	
526	3.09012317657	-999.25	-999.25	-999.25	-999.25	-999.25	3.56606125832	-999.25	-999.25	-999.25	3.32680916786	-999.25	-999.25	
527	3.45805859566	-999.25	-999.25	-999.25	-999.25	-999.25	3.51930260658	-999.25	-999.25	-999.25	3.26190686226	-999.25	-999.25	
528	3.37989521027	-999.25	-999.25	-999.25	-999.25	-999.25	3.4391682148	-999.25	-999.25	-999.25	3.29736208916	-999.25	-999.25	
529	3.34816002846	-999.25	-999.25	-999.25	-999.25	-999.25	3.37525177002	-999.25	-999.25	-999.25	3.39937710762	-999.25	-999.25	
530	3.36703872681	-999.25	-999.25	-999.25	-999.25	-999.25	3.38412976265	-999.25	-999.25	-999.25	3.32382416725	-999.25	-999.25	
531	3.35797667503	-999.25	-999.25	-999.25	-999.25	-999.25	3.40131807327	-999.25	-999.25	-999.25	3.16244387627	-999.25	-999.25	
532	3.38332223892	-999.25	-999.25	-999.25	-999.25	-999.25	3.33809423447	-999.25	-999.25	-999.25	2.94715619087	-999.25	-999.25	
533	3.41768288612	-999.25	-999.25	-999.25	-999.25	-999.25	3.35094928741	-999.25	-999.25	-999.25	3.25308537483	-999.25	-999.25	
534	3.41524171829	-999.25	-999.25	-999.25	-999.25	-999.25	3.32628655434	-999.25	-999.25	-999.25	3.29331088066	-999.25	-999.25	
535	3.44885611534	-999.25	-999.25	-999.25	-999.25	-999.25	3.29064249992	-999.25	-999.25	-999.25	3.32884311676	-999.25	-999.25	
536	3.4843070507	-999.25	-999.25	-999.25	-999.25	-999.25	3.27142596245	-999.25	-999.25	-999.25	3.33676767349	-999.25	-999.25	
537	3.41756224632	-999.25	-999.25	-999.25	-999.25	-999.25	3.30143332481	-999.25	-999.25	-999.25	3.37502551079	-999.25	-999.25	
538	3.39727020264	-999.25	-999.25	-999.25	-999.25	-999.25	3.33358740807	-999.25	-999.25	-999.25	3.33403420448	-999.25	-999.25	
539	3.44033479691	-999.25	-999.25	-999.25	-999.25	-999.25	3.3245215416	-999.25	-999.25	-999.25	3.33566021919	-999.25	-999.25	
540	3.15254950523	-999.25	-999.25	-999.25	-999.25	-999.25	3.31673026085	-999.25	-999.25	-999.25	3.24328804016	-999.25	-999.25	
541	3.47110748291	-999.25	-999.25	-999.25	-999.25	-999.25	3.26656651497	-999.25	-999.25	-999.25	3.20776319504	-999.25	-999.25	
542	3.31550765038	-999.25	-999.25	-999.25	-999.25	-999.25	3.24470710754	-999.25	-999.25	-999.25	3.33227419853	-999.25	-999.25	
543	3.42962956429	-999.25	-999.25	-999.25	-999.25	-999.25	3.28756284714	-999.25	-999.25	-999.25	3.28875017166	-999.25	-999.25	
544	3.44327831268	-999.25	-999.25	-999.25	-999.25	-999.25	3.39095807076	-999.25	-999.25	-999.25	3.2937309742	-999.25	-999.25	
545	3.40758514404	-999.25	-999.25	-999.25	-999.25	-999.25	3.35103392601	-999.25	-999.25	-999.25	3.36535644531	-999.25	-999.25	
546	3.43980813026	-999.25	-999.25	-999.25	-999.25	-999.25	3.35254597664	-999.25	-999.25	-999.25	3.2463696003	-999.25	-999.25	
547	3.51039624214	-999.25	-999.25	-999.25	-999.25	-999.25	2.94425964355	-999.25	-999.25	-999.25	3.22044324875	-999.25	-999.25	
548	3.43132448196	-999.25	-999.25	-999.25	-999.25	-999.25	1.98713052273	-999.25	-999.25	-999.25	3.26413536072	-999.25	-999.25	
549	3.23100781441	-999.25	-999.25	-999.25	-999.25	-999.25	2.8050467968	-999.25	-999.25	-999.25	3.13329029083	-999.25	-999.25	
550	2.9893848896	-999.25	-999.25	-999.25	-999.25	-999.25	4.66183376312	-999.25	-999.25	-999.25	3.0324947834	-999.25	-999.25	
551	3.43348193169	-999.25	-999.25	-999.25	-999.25	-999.25	4.05287981033	-999.25	-999.25	-999.25	3.18016314507	-999.25	-999.25	
552	3.44688200951	-999.25	-999.25	-999.25	-999.25	-999.25	3.63580369949	-999.25	-999.25	-999.25	3.12306213379	-999.25	-999.25	
553	3.45050215721	-999.25	-999.25	-999.25	-999.25	-999.25	3.36359238625	-999.25	-999.25	-999.25	3.15685534477	-999.25	-999.25	
554	3.50302958488	-999.25	-999.25	-999.25	-999.25	-999.25	3.49355125427	-999.25	-999.25	-999.25	3.00753760338	-999.25	-999.25	
555	3.45391583443	-999.25	-999.25	-999.25	-999.25	-999.25	3.32011413574	-999.25	-999.25	-999.25	3.16162633896	-999.25	-999.25	
556	3.50727295876	-999.25	-999.25	-999.25	-999.25	-999.25	3.31411004066	-999.25	-999.25	-999.25	2.98354268074	-999.25	-999.25	
557	3.42186141014	-999.25	-999.25	-999.25	-999.25	-999.25	3.29862213135	-999.25	-999.25	-999.25	3.16710925102	-999.25	-999.25	
558	3.34987568855	-999.25	-999.25	-999.25	-999.25	-999.25	3.33347225189	-999.25	-999.25	-999.25	3.21060466766	-999.25	-999.25	
559	3.40293550491	-999.25	-999.25	-999.25	-999.25	-999.25	3.32189631462	-999.25	-999.25	-999.25	3.21832323074	-999.25	-999.25	
560	3.28957104683	-999.25	-999.25	-999.25	-999.25	-999.25	3.32949924469	-999.25	-999.25	-999.25	3.04494738579	-999.25	-999.25	
561	3.44897246361	-999.25	-999.25	-999.25	-999.25	-999.25	3.45489740372	-999.25	-999.25	-999.25	3.16681218147	-999.25	-999.25	
562	3.44158864021	-999.25	-999.25	-999.25	-999.25	-999.25	3.43459200859	-999.25	-999.25	-999.25	3.30142188072	-999.25	-999.25	
563	3.46895551682	-999.25	-999.25	-999.25	-999.25	-999.25	3.34941601753	-999.25	-999.25	-999.25	3.22510957718	-999.25	-999.25	
564	3.37755179405	-999.25	-999.25	-999.25	-999.25	-999.25	3.07190322876	-999.25	-999.25	-999.25	3.35263061523	-999.25	-999.25	
565	3.36004757881	-999.25	-999.25	-999.25	-999.25	-999.25	3.32198143005	-999.25	-999.25	-999.25	3.51268744469	-999.25	-999.25	
566	3.36720395088	-999.25	-999.25	-999.25	-999.25	-999.25	3.5174369812	-999.25	-999.25	-999.25	3.55959868431	-999.25	-999.25	
567	3.30276203156	-999.25	-999.25	-999.25	-999.25	-999.25	3.43808269501	-999.25	-999.25	-999.25	3.81191730499	-999.25	-999.25	
568	3.14265060425	-999.25	-999.25	-999.25	-999.25	-999.25	3.39462304115	-999.25	-999.25	-999.25	3.41139650345	-999.25	-999.25	
569	3.22350788116	-999.25	-999.25	-999.25	-999.25	-999.25	3.38965535164	-999.25	-999.25	-999.25	3.29576277733	-999.25	-999.25	
570	3.24742913246	-999.25	-999.25	-999.25	-999.25	-999.25	3.58283734322	-999.25	-999.25	-999.25	3.25093531609	-999.25	-999.25	
571	3.24622583389	-999.25	-999.25	-999.25	-999.25	-999.25	3.4055917263	-999.25	-999.25	-999.25	3.34629893303	-999.25	-999.25	
572	3.06237912178	-999.25	-999.25	-999.25	-999.25	-999.25	3.36850547791	-999.25	-999.25	-999.25	3.33314061165	-999.25	-999.25	
573	3.25190854073	-999.25	-999.25	-999.25	-999.25	-999.25	5.98877954483	-999.25	-999.25	-999.25	3.30984377861	-999.25	-999.25	
574	2.83959746361	-999.25	-999.25	-999.25	-999.25	-999.25	4.29741334915	-999.25	-999.25	-999.25	3.29550051689	-999.25	-999.25	
575	3.0870642662	-999.25	-999.25	-999.25	-999.25	-999.25	3.38810300827	-999.25	-999.25	-999.25	3.27792310715	-999.25	-999.25	
576	3.42982673645	-999.25	-999.25	-999.25	-999.25	-999.25	3.39257240295	-999.25	-999.25	-999.25	3.28726577759	-999.25	-999.25	
577	3.34165239334	-999.25	-999.25	-999.25	-999.25	-999.25	3.36832618713	-999.25	-999.25	-999.25	3.28955864906	-999.25	-999.25	
578	2.99518561363	-999.25	-999.25	-999.25	-999.25	-999.25	3.41832733154	-999.25	-999.25	-999.25	3.28676986694	-999.25	-999.25	
579	3.38854908943	-999.25	-999.25	-999.25	-999.25	-999.25	3.38961791992	-999.25	-999.25	-999.25	3.30416536331	-999.25	-999.25	
580	3.35840153694	-999.25	-999.25	-999.25	-999.25	-999.25	3.37280201912	-999.25	-999.25	-999.25	3.30856490135	-999.25	-999.25	
581	3.34356784821	-999.25	-999.25	-999.25	-999.25	-999.25	3.56504249573	-999.25	-999.25	-999.25	3.3071975708	-999.25	-999.25	
582	3.51710677147	-999.25	-999.25	-999.25	-999.25	-999.25	3.4378888607	-999.25	-999.25	-999.25	3.29646515846	-999.25	-999.25	
583	3.6155500412	-999.25	-999.25	-999.25	-999.25	-999.25	3.41364550591	-999.25	-999.25	-999.25	3.30890822411	-999.25	-999.25	
584	3.67520141602	-999.25	-999.25	-999.25	-999.25	-999.25	3.46276211739	-999.25	-999.25	-999.25	3.32657027245	-999.25	-999.25	
585	3.62447857857	-999.25	-999.25	-999.25	-999.25	-999.25	3.40658926964	-999.25	-999.25	-999.25	3.30707764626	-999.25	-999.25	
586	3.5480055809	-999.25	-999.25	-999.25	-999.25	-999.25	3.45663285255	-999.25	-999.25	-999.25	3.3172659874	-999.25	-999.25	
587	3.3961648941	-999.25	-999.25	-999.25	-999.25	-999.25	3.46838116646	-999.25	-999.25	-999.25	3.33657097816	-999.25	-999.25	
588	3.38283967972	-999.25	-999.25	-999.25	-999.25	-999.25	3.44784617424	-999.25	-999.25	-999.25	3.32210659981	-999.25	-999.25	
