**************************************************************************
This file contains six velocity logs from Teapot Dome, provided by the Rocky Mountain Oilfield Test Center. The logs were resampled with a depth sampling interval of 1 m. After resampling, all logs have the same number of samples. A null value of -999.25 serves as a placeholder for any missing data in a log. 

Each line of this file contains six columns of data, the first column is depth and the next five are velocity values of the five logs. Columns are separated by one tab. 

File created by: Loralee Wheeler, Center for Wave Phenomena
Date: 2014.5.22
**************************************************************************
depth vlog_1 vlog_2 vlog_3 vlog_4 vlog_5 vlog_6
~
0	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
1	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
2	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
3	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
4	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
5	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
6	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
7	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
8	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
9	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
10	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
11	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
12	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
13	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
14	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
15	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
16	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
17	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
18	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
19	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
20	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
21	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
22	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
23	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
24	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
26	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
27	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
28	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
29	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
30	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
31	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
32	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
33	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
34	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
35	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
36	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
37	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
38	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
39	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
40	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
41	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
42	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
43	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
44	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
45	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
46	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
47	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
48	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
49	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
50	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25
